Filename,Description
bus-prague-1120-43871-a.wav,It is the sound of a vehicle engine idling.
metro_station-lyon-1167-45389-a.wav,This audio contains a female voice saying 'Kids are talking by the door' in English with a sad mood.
street_traffic-milan-1202-44160-a.wav,"
This is the sound of a car passing by at a fairly consistent speed."
bus-stockholm-218-6570-a.wav,"It is the sound of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
street_traffic-paris-172-5276-a.wav,This is the sound of a car passing by during a thunderstorm.
metro-paris-225-6802-a.wav,It is the sound of a car engine idling.
airport-lyon-1041-41535-a.wav,"This is the sound of a large indoor space, such as a school or a hall, during the day."
metro_station-prague-1170-45482-a.wav,It is the sound of an engine idling loudly.
shopping_mall-paris-133-4022-a.wav,A crowded indoor location.
street_pedestrian-lyon-1003-43337-a.wav,This is an amateur recording of a hip-hop beat being played on a drum machine. There is a male voice rapping over the beat. The atmosphere is chill and easygoing. This piece could be sampled for use in beat-making.
metro_station-london-68-2014-a.wav,This is a sound from a crowded indoor location.
street_traffic-lyon-1220-44880-a.wav,The sound is of traffic passing by at a moderate speed on a wet road.
airport-paris-7-310-a.wav,"This is a recording of a city environment. There are sounds of people talking and cars driving by. In the background, a bird can be heard chirping."
public_square-paris-117-3420-a.wav,This is a sound recording from a park. There are birds chirping in the background and the wind is blowing lightly. A car horn can also be heard honking in the distance.
street_traffic-lyon-1045-43707-a.wav,The sound is of a car passing by quickly.
airport-london-6-262-a.wav,"This is a recording of a park. There are sounds of birds chirping, people walking and talking, and a dog barking."
tram-stockholm-284-8601-a.wav,"
In this audio, a vehicle engine is idling, and then it accelerates."
street_traffic-lyon-1220-45086-a.wav,The sound is of traffic passing by at a fairly consistent rate.
metro-barcelona-41-1257-a.wav,An engine is idling.
shopping_mall-vienna-138-4187-a.wav,A crowd is murmuring in the distance.
street_pedestrian-lyon-1072-41971-a.wav,It is the sound of people murmuring in the distance.
metro-lisbon-1145-40948-a.wav,It is the sound of a car alarm going off.
tram-london-278-8470-a.wav,"It is the sound of a vehicle, specifically a bus, with its engine running."
shopping_mall-paris-134-4044-a.wav,This is the sound of someone walking through leaves.
shopping_mall-stockholm-135-4095-a.wav,"This is the sound of a crowded indoor location, possibly a cafe or a restaurant, where people are talking and there is music in the background."
tram-paris-194-5880-a.wav,This is the sound of a vehicle engine idling.
airport-prague-1195-45063-a.wav,It is the sound of a vehicle engine idling.
tram-vienna-201-6063-a.wav,It is the sound of someone whispering.
public_square-london-115-3360-a.wav,This is the sound of a crowd murmuring in the distance.
airport-lisbon-1122-41917-a.wav,"This is the sound of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
bus-barcelona-17-674-a.wav,This is the sound of a bus coming to a stop.
bus-vienna-39-1184-a.wav,"This is the sound of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
metro_station-lisbon-1007-42903-a.wav,"This is an experimental ambient electronic piece with a dark and meditative soundscape, including synthesizers, bass, drums, piano, and electric guitar."
shopping_mall-vienna-259-7868-a.wav,This is a sound from a crowded indoor location.
metro-helsinki-221-6689-a.wav,"This is a sound from a video game soundtrack. The tempo is slow with an electronic keyboard harmony and synthesiser arrangements. It has a spooky, eerie, sinister, frightening and baleful vibe."
metro-lyon-1181-44581-a.wav,It is the sound of an engine idling.
public_square-london-113-3277-a.wav,This is the sound of a crowd in a public space.
airport-london-5-236-a.wav,"This is the sound of people walking in a large open area, such as an arena or airport."
park-paris-244-7295-a.wav,This is a recording of a horse's hooves clicking and people murmuring in the distance at a park.
park-helsinki-93-2578-a.wav,This is a recording of birds chirping and a kid crying with some background noise in the background.
street_traffic-paris-272-8305-a.wav,"This is an experimental ambient electronic piece with a dark and meditative soundscape, including synthesizers, bass, drums, piano, and electric guitar."
bus-paris-215-6531-a.wav,It is the sound of a vehicle engine idling.
metro_station-lyon-1167-45030-a.wav,This is the sound of an engine idling.
tram-helsinki-182-5652-a.wav,It is the sound of a train moving on railroad tracks passing by quickly.
public_square-stockholm-252-7539-a.wav,It is the sound of water dropping.
street_pedestrian-paris-264-8004-a.wav,This is a low quality recording featuring a wide synth pad progression that sounds spacey and resembles communication in outer space. There are also some crowd noises in the background.
airport-lyon-1169-44497-a.wav,The sound is of a horse's hooves clicking and snorting.
metro-stockholm-57-1699-a.wav,It is the sound of a vehicle engine idling.
tram-helsinki-184-5745-a.wav,It is the sound of an engine idling.
tram-london-188-5811-a.wav,There is a low sounding mechanical noise in the background.
tram-lyon-1093-42449-a.wav,It is the sound of a train moving on railroad tracks passing by and whistles blowing.
bus-paris-26-915-a.wav,This is the sound of a motor vehicle engine idling.
street_traffic-london-168-5156-a.wav,This is an experimental ambient electronic piece with a dark soundscape. There is a synthesizer playing the main tune with a bass and drums in the background. The atmosphere is weird and spacey. This piece could be used in the soundtrack of a science fiction movie or a video game. It could also be playing in the background at a hipster cafe.
bus-helsinki-211-6437-a.wav,"This is a dark experimental ambient instrumental piece with a soundscape feel. There is a synthesizer and a bass present, and the atmosphere is weird and spacey. A drum beat can also be heard in the background."
street_traffic-helsinki-164-5028-a.wav,"This is an ambient experimental electronic piece with a dark meditative soundscape, including synthesizer, bass, drums, piano, and electric guitar."
street_pedestrian-lisbon-1174-45131-a.wav,This is the sound of a crowd in a public space.
street_pedestrian-stockholm-156-4745-a.wav,This is the sound of a crowd of people walking in a busy area.
park-paris-98-2770-a.wav,This is a recording of birds chirping in a park.
airport-lisbon-1122-43880-a.wav,This is the sound of a car horn honking in the distance.
shopping_mall-prague-1009-40694-a.wav,"This is the sound of a crowded indoor location, possibly a store or supermarket."
metro_station-vienna-240-7124-a.wav,"An instrumental ambient experimental piece with a dark and meditative soundscape, including synthesizers, bass, drums, piano, and electric guitar."
public_square-lyon-1208-44923-a.wav,The sound is of ocean waves crashing onto the shore.
metro_station-london-70-2041-a.wav,It is the sound of a subway train passing by.
public_square-paris-116-3409-a.wav,residential area
shopping_mall-paris-132-3989-a.wav,"This is the sound of a crowded indoor environment, possibly a store or supermarket. There is a hum of many people talking and moving around."
park-lyon-1188-45652-a.wav,This is a sound of birds chirping in the background while there is a consistent ambient noise of a car driving by.
airport-vienna-209-6359-a.wav,This is the sound of someone walking quietly on a hard surface.
metro_station-london-76-2113-a.wav,It is the sound of an engine idling.
airport-lyon-1101-40386-a.wav,"It is the sound of a large indoor space such as a hall or a shopping center, where many people are walking around."
street_pedestrian-london-263-7991-a.wav,"This is a live recording of an orchestra playing a classical piece with a wide string section, including violins, violas, cellos, and double basses, and a brass section with trumpets, horns, trombones, and tubas. The atmosphere is dramatic and suitable for a movie soundtrack."
street_traffic-barcelona-161-4917-a.wav,This is an amateur recording of a vehicle engine idling. There is a distant murmuring of people and a dog barking in the background.
street_pedestrian-lisbon-1174-44174-a.wav,"This is a recording of a city environment. There are sounds of people talking and cars passing by. In the distance, a siren can be heard."
tram-milan-1058-42381-a.wav,A vehicle engine idles nearby.
public_square-milan-1074-43920-a.wav,A crowd of people are murmuring in the distance.
airport-stockholm-207-6312-a.wav,This is the sound of a crowd in a public space.
street_traffic-paris-170-5230-a.wav,The sound is of a car passing by at a fairly consistent speed.
metro-lyon-1139-42319-a.wav,"An adult female speaks, followed by a child."
shopping_mall-lyon-1196-45730-a.wav,It is the sound of birds chirping in the distance.
metro-vienna-228-6876-a.wav,It is the sound of a bus moving on the road.
street_pedestrian-vienna-159-4844-a.wav,This is a recording of a crowd in a public space.
airport-barcelona-2-110-a.wav,"This is the sound of a crowd in a public place, such as a park or a busy street, where people are socializing and talking. There is a mix of male and female voices, and some children can be heard in the background. The atmosphere seems casual and relaxed."
shopping_mall-vienna-139-4217-a.wav,A crowded area with people talking.
bus-helsinki-18-731-a.wav,This is the sound of a bus moving on the road.
public_square-paris-118-3480-a.wav,This is the sound of a person walking.
metro_station-stockholm-84-2272-a.wav,It is the sound of an engine idling loudly.
tram-lisbon-1200-44347-a.wav,A crowd of people are having a quiet conversation.
tram-lyon-1112-43348-a.wav,This is the sound of a vehicle with a beeping horn passing by.
bus-lyon-1124-42347-a.wav,It is the sound of a vehicle engine idling.
airport-prague-1173-45742-a.wav,"This is the sound of a crowded indoor location, possibly a library or a large hall, where many people are conversing."
park-lisbon-1057-40294-a.wav,This sound is from a video game.
public_square-stockholm-121-3581-a.wav,This is a sound from a video game.
tram-vienna-202-6111-a.wav,This is an amateur recording of a thunderstorm. There is a rumble of thunder and the sound of raindrops getting louder as the storm intensifies.
street_pedestrian-lisbon-1174-45659-a.wav,This is the sound of a horse clicking and making noises with its hooves on a hard surface.
bus-paris-214-6518-a.wav,It is the sound of an engine idling loudly.
street_pedestrian-paris-265-8068-a.wav,This is the sound of someone walking in a crowded area.
park-helsinki-92-2551-a.wav,This is the recording of a car driving on a highway.
street_traffic-helsinki-269-8204-a.wav,A vehicle engine is idling nearby.
shopping_mall-barcelona-125-3720-a.wav,A crowded indoor location.
metro-lyon-1082-40313-a.wav,This is the sound of a large engine idling.
metro_station-stockholm-83-2214-a.wav,It is the sound of a loudspeaker announcement in a crowded area.
street_pedestrian-lisbon-1004-41050-a.wav,"This is a recording of a park. There are sounds of birds chirping, people walking and talking, and a dog barking."
public_square-prague-1075-40979-a.wav,This is a recording of a crowd in a public space.
park-prague-1105-42925-a.wav,"This is a recording of a city environment during the daytime. There are sounds of traffic and cars passing by, as well as the sound of a bus. In the distance, one can faintly hear the sound of birds chirping."
street_pedestrian-prague-1085-40756-a.wav,This is the sound of a crowd in a very large room such as a stadium or arena.
metro_station-milan-1050-40243-a.wav,It is the sound of someone walking through a very large room or hall.
street_pedestrian-vienna-160-4888-a.wav,residential area
metro_station-stockholm-85-2303-a.wav,"It is the sound of rail transport, specifically a subway or metro or underground."
street_pedestrian-london-149-4510-a.wav,An airplane flies by in the sky.
metro-paris-54-1583-a.wav,"This is an experimental ambient electronic piece with a dark soundscape. There is a synthesizer and a bass playing in the background, and a piano playing the main melody. The atmosphere is quiet and there are no vocals. This piece could be used in the soundtrack of a film or a game."
metro_station-vienna-88-2414-a.wav,It is the sound of an urban environment during the day.
metro_station-milan-1127-41204-a.wav,"This is the sound of a large indoor space, likely a train station or a large hall, where a woman is making an announcement over a loudspeaker."
public_square-vienna-123-3630-a.wav,"This is a recording of a park. There are many people walking and talking. Some children are playing, and birds can be heard chirping in the background."
street_pedestrian-prague-1051-40272-a.wav,This is the sound of a crowd in a public space.
street_traffic-vienna-274-8375-a.wav,The sound is of ocean waves crashing onto the shore.
park-barcelona-91-2506-a.wav,This is a recording of a park. There are sounds of birds chirping and a duck quacking in the distance.
airport-vienna-13-536-a.wav,This is the sound of someone walking through leaves.
airport-stockholm-10-419-a.wav,residential area
shopping_mall-helsinki-129-3861-a.wav,This is the sound of a crowd in a public space.
street_pedestrian-vienna-160-4875-a.wav,This is the sound of a crowd in a public space.
bus-barcelona-16-653-a.wav,It is the sound of a bus running on the road.
metro-vienna-58-1744-a.wav,It is the sound of an elevator moving between floors.
tram-helsinki-183-5686-a.wav,It is the sound of a train running on railroad tracks passing by.
street_traffic-lyon-1029-40298-a.wav,"The sound is of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
street_traffic-vienna-176-5435-a.wav,This is the sound of a pigeon cooing in a quiet environment.
airport-lisbon-1175-44791-a.wav,It is the sound of a crowded indoor location.
bus-paris-27-932-a.wav,This is the sound of a bus moving.
bus-vienna-38-1115-a.wav,The sound is of a vehicle engine idling.
shopping_mall-lyon-1196-45474-a.wav,A crowded indoor location.
park-lisbon-1104-43509-a.wav,residential area
tram-milan-1209-44337-a.wav,It is the sound of a bus moving on the road.
airport-lyon-1095-43512-a.wav,"This is the sound of people walking in a crowded area, such as a mall or a busy street."
park-lyon-1188-44984-a.wav,It is the sound of birds chirping in the background.
street_traffic-stockholm-174-5369-a.wav,This is the sound of a car passing by at a moderate speed.
metro_station-milan-1050-44009-a.wav,It is a woman speaking over a loudspeaker in a train station.
metro-lyon-1206-45148-a.wav,The sound is of an engine idling.
metro-helsinki-222-6743-a.wav,This is the sound of a large train engine idling.
airport-lisbon-1175-45340-a.wav,It is the sound of people talking in a crowded indoor space.
bus-stockholm-217-6568-a.wav,"The low quality recording features a wide synth pad and synth bass playing in the background, while there is a muffled conversation in the foreground. It sounds scary, suspenseful and intense, like something you would hear as the background music of a horror movie."
tram-stockholm-197-5945-a.wav,"A vehicle engine is idling, and people are murmuring in the distance."
park-barcelona-90-2477-a.wav,It is the sound of birds chirping in the background.
metro-helsinki-222-6706-a.wav,It is the sound of a vehicle engine idling.
metro-stockholm-55-1622-a.wav,"The sound is of rail transport, specifically a subway or metro or underground."
public_square-stockholm-119-3484-a.wav,"This is the sound of a non-motorized land vehicle, specifically a bicycle."
street_traffic-lisbon-1067-42014-a.wav,The sound is of a vehicle or motor vehicle on the road.
bus-milan-1155-40946-a.wav,The sound is of wind blowing strongly.
street_traffic-london-270-8229-a.wav,This is the recording of a street in a city. There is a vehicle passing by and some people are talking in the distance.
park-barcelona-241-7150-a.wav,This is a recording of birds chirping in a forest.
shopping_mall-lyon-1196-45359-a.wav,A female voice is singing along to a song that is playing in the background.
airport-prague-1034-41137-a.wav,It is the sound of a crowd in a restaurant.
shopping_mall-vienna-140-4268-a.wav,"This is the sound of a crowded indoor location, possibly a mall or a busy restaurant."
shopping_mall-paris-132-3974-a.wav,A crowded indoor location.
street_pedestrian-barcelona-142-4324-a.wav,"This is a recording of a city environment. There are sounds of people walking and talking. In the distance, a bus can be heard driving by."
tram-prague-1088-43434-a.wav,This is the sound of a car driving on a wet road.
park-lyon-1012-40014-a.wav,The sound is of ocean waves crashing onto the shore.
metro-lyon-1201-44608-a.wav,It is the sound of an engine idling loudly.
bus-stockholm-37-1093-a.wav,bus
bus-barcelona-15-607-a.wav,"It is the sound of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
street_pedestrian-vienna-267-8123-a.wav,"This is a quiet, ambient experimental piece with a dark and meditative mood. It features synthesizers, bass, drums, piano, and electric guitar."
park-stockholm-101-2868-a.wav,The sound is of birds chirping nearby and a duck quacking in the distance.
metro_station-barcelona-62-1860-a.wav,It is the sound of an engine idling.
tram-stockholm-199-5989-a.wav,The low quality recording features a muffled conversation in the background and a wide synth pad sound playing in the foreground. It sounds suspenseful and intense.
park-milan-1063-41184-a.wav,It is the sound of a duck quacking in the distance.
tram-paris-282-8540-a.wav,It is the sound of an elevator moving between floors.
street_pedestrian-barcelona-260-7897-a.wav,"This is a low quality, noisy, mono recording of people talking in a crowded indoor space."
park-milan-1133-43703-a.wav,The sound is of water lightly spraying and wind blowing lightly into a microphone.
public_square-london-115-3344-a.wav,This is a recording of a park. There are many people talking and children playing in the background.
park-lisbon-1052-42800-a.wav,This is the sound of birds chirping in the distance.
park-prague-1038-42049-a.wav,"It is the sound of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
street_traffic-stockholm-175-5399-a.wav,"The sound is of a boat - water vehicle, particularly a motorboat like a speedboat."
street_traffic-milan-1097-42866-a.wav,This is the sound of a car passing by.
tram-helsinki-183-5707-a.wav,It is the sound of a subway train passing by.
metro-lisbon-1136-40355-a.wav,"It is the sound of a truck reversing with beeps, an engine starting, and a man coughing."
metro_station-london-235-7018-a.wav,It is the sound of a vehicle engine idling.
street_pedestrian-lyon-1047-42214-a.wav,residential area
shopping_mall-prague-1009-42762-a.wav,residential area
street_traffic-lisbon-1008-40670-a.wav,The sound is of traffic passing by at a distance.
metro-prague-1213-44320-a.wav,"The sound is of rail transport, specifically a subway or metro or underground."
tram-helsinki-184-5724-a.wav,It is the sound of a vehicle engine idling.
metro-lisbon-1119-41573-a.wav,It is the sound of an engine idling loudly.
tram-prague-1189-45245-a.wav,It is the sound of a bus running on the road.
metro_station-paris-237-7046-a.wav,The sound is of a car engine idling loudly.
street_pedestrian-paris-264-8020-a.wav,This is a sound from a library.
street_pedestrian-milan-1165-45284-a.wav,"This is a low quality, noisy, and mono recording of birds chirping and a dog barking in the background."
street_traffic-vienna-177-5480-a.wav,The sound is of a car passing by at a moderate speed.
park-paris-99-2813-a.wav,This is an amateur recording of birds chirping in the background while a vehicle passes by.
tram-milan-1132-42054-a.wav,It is the sound of an elevator moving between floors.
bus-london-22-830-a.wav,This is a bus.
public_square-stockholm-252-7558-a.wav,"This is a recording of a park in the evening. There are people walking and talking, birds chirping, and a dog barking in the distance."
shopping_mall-milan-1084-40740-a.wav,"A large, busy room such as a kitchen or a bar."
public_square-stockholm-119-3505-a.wav,"The low quality recording features the sound of rustling and crunching in the background, and a loud bang in the foreground. It sounds like it was recorded outdoors, and it is noisy and in mono."
street_pedestrian-milan-1165-45655-a.wav,A dog is barking in the distance.
tram-lisbon-1100-40171-a.wav,It is the sound of a vehicle engine idling.
tram-stockholm-198-5979-a.wav,"A vehicle engine is idling, and people are murmuring in the distance."
street_pedestrian-lisbon-1099-42365-a.wav,This is a low quality recording featuring a wide brass melody played over a muffled crowd. It sounds like it was recorded in a large room.
airport-milan-1061-41870-a.wav,This is the sound of a dog barking in the distance.
metro_station-barcelona-63-1890-a.wav,It is the humming of a vehicle engine idling.
metro_station-paris-79-2151-a.wav,It is the sound of an engine idling.
metro-helsinki-43-1314-a.wav,"It is the sound of a vehicle, likely a bus, with engine idling and then starting up and driving away."
tram-prague-1042-40543-a.wav,"It is the sound of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
public_square-paris-117-3441-a.wav,"This is the sound of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
shopping_mall-paris-133-4006-a.wav,This is the sound of a supermarket.
shopping_mall-lyon-1196-45609-a.wav,"It is the sound of a vehicle, specifically a car, with tire squealing and engine accelerating or revving, which occurs intermittently between 0.17 to 10.00 seconds."
street_pedestrian-lisbon-1099-42320-a.wav,This is the sound of people walking in a crowded area.
public_square-vienna-253-7587-a.wav,"This is a recording of a park in a city. There are many people walking and talking, and some children playing. In the distance, you can hear birds chirping and the sound of a bus passing by."
metro_station-helsinki-232-6988-a.wav,"This is a low quality recording featuring an orchestra composed of strings, brass, and percussion playing a sad and emotional piece. There are some crowd chattering noises in the background. A synth pad is providing soft harmony in the background."
bus-london-21-821-a.wav,"It is the sound of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
street_traffic-barcelona-163-4975-a.wav,The sound is of a vehicle engine idling.
airport-paris-7-334-a.wav,This is the sound of people walking in a crowded area.
metro_station-prague-1118-41156-a.wav,This is a sound from a library.
street_traffic-helsinki-165-5060-a.wav,The sound is of a car engine idling loudly.
public_square-lyon-1178-44495-a.wav,"The sound is of a non-motorized land vehicle, specifically a skateboard, being used on a hard surface, possibly a street or a sidewalk."
metro-vienna-60-1816-a.wav,"This is a sound from a video game. In the game, there is a vehicle that is moving on a road. The vehicle's engine is running, and there is a muffled conversation of people in the background."
bus-prague-1194-45630-a.wav,The sound is of a vehicle engine idling.
public_square-milan-1014-42221-a.wav,residential area
bus-stockholm-37-1112-a.wav,This is the sound of a bus running on the road with people murmuring in the background.
tram-london-278-8454-a.wav,"
The low quality recording features a vehicle engine rumbling and then a police siren going off in the distance. It sounds like it was recorded outdoors."
shopping_mall-paris-134-4060-a.wav,"This is a recording of a park. There are sounds of birds chirping, people walking and talking, and a dog barking in the distance."
bus-stockholm-35-1049-a.wav,"The sound is of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
metro-barcelona-41-1236-a.wav,This is the sound of an elevator moving between floors.
metro-lisbon-1148-40476-a.wav,"It is an instrumental electronic experimental piece with dark mood resembling space and soundscape including synthesizer, bass, drums, and electric guitar."
street_pedestrian-helsinki-147-4430-a.wav,This is a recording of a horse clicking and clip-clopping at a moderate pace.
street_traffic-london-271-8261-a.wav,This is a recording of a city environment. There is a car driving by and people talking in the distance.
street_traffic-milan-1166-45271-a.wav,"The sound is of a vehicle, specifically a motor vehicle on the road."
shopping_mall-stockholm-137-4152-a.wav,This is a recording of a crowd in a station. People are talking in the distance.
metro_station-lisbon-1021-41960-a.wav,An electronic hum is present in the background.
metro-london-47-1435-a.wav,This is the sound of an elevator moving between floors in a building.
metro_station-prague-1130-40374-a.wav,A crowded area with people talking.
street_traffic-prague-1006-41063-a.wav,"It is the sound of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
metro_station-lyon-1077-40767-a.wav,residential area
street_traffic-lisbon-1008-40571-a.wav,This is the sound of a car passing by.
metro-stockholm-227-6824-a.wav,It is the sound of an elevator moving between floors.
metro_station-lisbon-1021-43210-a.wav,The sound is of an engine idling loudly.
bus-lyon-1001-41701-a.wav,It is the sound of a bus moving on the road.
street_traffic-barcelona-268-8149-a.wav,The sound is of a motorcycle engine on roadway.
metro-lisbon-1199-44751-a.wav,"The sound is of rail transport, specifically a subway or metro or underground."
metro_station-helsinki-232-6975-a.wav,"This is a low quality recording featuring an orchestra composed of strings, brass, and percussion playing an ominous tune with a feeling of dread and hopelessness. There is also the sound of people whispering in the background."
park-milan-1133-42402-a.wav,It is the sound of rain falling and water flowing over rocks in a creek.
street_traffic-barcelona-163-4988-a.wav,"
The sound is of a vehicle engine idling nearby."
street_pedestrian-barcelona-143-4329-a.wav,A group of people are having a quiet conversation.
metro_station-lisbon-1021-40123-a.wav,"This is the ambiance of a large indoor space, such as a shopping center or a transit area like an airport. There is a sense of crowd and movement, with people talking and moving around. There is also a hum of background noise from various activities."
tram-barcelona-181-5604-a.wav,A crowd of people are having a quiet conversation.
shopping_mall-london-256-7737-a.wav,A crowded area with people talking.
shopping_mall-stockholm-258-7834-a.wav,A crowded area with people talking.
airport-milan-1108-42132-a.wav,This is a sound recording from a library.
street_pedestrian-lyon-1162-44599-a.wav,This is the sound of a horse clicking and snorting.
airport-barcelona-1-72-a.wav,It is the sound of a crowd murmuring in a crowded indoor location.
metro_station-helsinki-65-1962-a.wav,It is the sound of an elevator moving up and stopping at a floor.
airport-lisbon-1122-42593-a.wav,This is the sound of a crowd in a city environment.
metro-prague-1157-41229-a.wav,It is the sound of a subway train running on railroad tracks.
airport-lyon-1169-44363-a.wav,This is the sound of a horse's hooves clicking on a hard surface.
airport-helsinki-204-6145-a.wav,It is the sound of a train running on railroad tracks passing by.
bus-paris-28-943-a.wav,It is the sound of a truck reversing with beeping noises.
metro_station-prague-1118-43298-a.wav,"This sound is an instrumental. The tempo is slow with a synthesiser arrangement and electronic harmony with no accompaniment. The music has a spooky, sinister, frightening, mysterious and supernatural vibe."
metro_station-lisbon-1021-40166-a.wav,This is the sound of a large machine working in a factory.
shopping_mall-london-131-3923-a.wav,This is a crowded indoor scene with people talking and moving around. There is a hum of a machine in the background.
shopping_mall-london-256-7772-a.wav,A crowd of people are having a quiet conversation.
airport-stockholm-207-6293-a.wav,It is the sound of a vehicle engine idling.
tram-stockholm-198-5984-a.wav,A bus running on railroad tracks.
street_pedestrian-helsinki-262-7949-a.wav,This is the sound of a crowd of people murmuring in the distance.
airport-barcelona-1-37-a.wav,"This is a recording of people walking in a park. There is a man and a woman, as well as some children, talking quietly while they walk along a path."
bus-helsinki-19-777-a.wav,This is the sound of a vehicle engine idling.
metro_station-barcelona-230-6932-a.wav,"A large motor vehicle engine is idling, and then it is revved up slightly."
shopping_mall-lyon-1066-40095-a.wav,"This is a low quality recording featuring a wide, echoing reverb effect in a large room. There are some crowd noises in the background."
metro_station-lisbon-1020-42283-a.wav,"It is the sound of rail transport, a subway or metro or underground."
street_pedestrian-prague-1085-41206-a.wav,This is the sound of a vehicle or boat - water vehicle.
shopping_mall-helsinki-128-3829-a.wav,"It is the ambiance of a large indoor space, such as a shopping center or a transit area like an airport."
tram-vienna-202-6090-a.wav,It is the sound of an engine idling.
park-lisbon-1057-41350-a.wav,The sound is of birds chirping in the wind.
metro_station-paris-77-2125-a.wav,This is the background sound of a car commercial. There is a muffled radio sound playing in the background. A woman's voice is speaking in a tutorial-like manner about the safety features of the car's airbags.
street_pedestrian-milan-1205-45246-a.wav,A hum in the distance.
bus-barcelona-210-6388-a.wav,It is the sound of a vehicle engine idling.
bus-prague-1030-43940-a.wav,This is the sound of a vehicle engine idling.
metro-paris-52-1550-a.wav,It is the sound of a bus driving on the road.
public_square-lyon-1024-43386-a.wav,residential area
public_square-stockholm-120-3534-a.wav,"This is the sound of a vehicle or motor vehicle (road), likely a bus, with engine idling and also includes the sound of a clock ticking."
shopping_mall-lyon-1066-43777-a.wav,"A large, busy room such as a kitchen or a bar."
street_pedestrian-helsinki-146-4419-a.wav,This is a recording of a crowd in a public space. There is a woman speaking over the noise of people talking and a dog barking.
metro-prague-1213-45179-a.wav,This is the sound of a child singing quietly with some music in the background.
park-lisbon-1198-44228-a.wav,A dog barks intermittently while birds chirp in the background.
bus-milan-1115-41068-a.wav,This is the sound of a bus with its engine idling.
bus-helsinki-20-792-a.wav,The sound is of a boat motor running alongside the noise of waves slapping the boat.
shopping_mall-lisbon-1002-43425-a.wav,This is the sound of a crowded indoor location.
street_traffic-vienna-178-5498-a.wav,"This is a recording of a city environment. There are sounds of cars passing by and a bus going by. Additionally, there are sounds of people talking in the distance."
tram-london-279-8480-a.wav,It is the sound of a vehicle engine idling.
park-barcelona-241-7174-a.wav,"This sound is an ambient experimental music piece with a dark and meditative soundscape, including synthesizer, bass, drums, piano, and electric guitar."
park-lisbon-1104-40970-a.wav,This is a recording of birds chirping in a park.
airport-vienna-209-6380-a.wav,"This is the sound of someone walking in a large open area, such as an arena or airport."
park-milan-1063-43293-a.wav,The sound is of a car engine idling loudly.
bus-prague-1090-43301-a.wav,It is the sound of an engine idling loudly.
metro_station-lyon-1179-44451-a.wav,"It is the sound of a vehicle, specifically a car alarm, going off multiple times."
airport-helsinki-4-187-a.wav,This is the sound of a city environment during the day.
park-lisbon-1057-43282-a.wav,The sound is of birds chirping lightly throughout the entire audio duration.
park-lyon-1012-42346-a.wav,It is the sound of a car driving on a gravel road.
bus-barcelona-15-623-a.wav,It is the sound of a vehicle engine idling.
street_pedestrian-vienna-267-8107-a.wav,It is the sound of an engine idling.
park-lisbon-1057-41560-a.wav,The sound is of birds chirping in the background.
bus-lisbon-1223-45280-a.wav,The sound is of a vehicle engine idling loudly.
metro-milan-1141-42004-a.wav,Social interaction and laughter occur in the background as a vehicle engine runs continuously.
tram-lyon-1103-41056-a.wav,It is the sound of a bus running on the road.
airport-milan-1089-42633-a.wav,"This is the sound of a non-motorized land vehicle, specifically a bicycle."
tram-lyon-1091-42255-a.wav,People are murmuring in the distance.
metro_station-london-74-2091-a.wav,A man is giving a speech in a large room.
park-lyon-1060-40608-a.wav,This is a recording of a park. There are sounds of birds chirping lightly throughout the entire clip.
metro_station-lyon-1179-44339-a.wav,A crowded indoor location.
park-barcelona-91-2522-a.wav,Birds chirping and a duck quacking.
street_traffic-vienna-274-8351-a.wav,The sound is of cars passing by at a moderate speed on a wet road.
tram-milan-1132-44075-a.wav,It is the sound of a woman speaking over an intercom.
metro-paris-50-1516-a.wav,It is the sound of a car driving on the road.
airport-vienna-13-512-a.wav,"This is a recording of a large indoor space, such as a school or a hall, where people are walking around and talking quietly."
metro-vienna-58-1725-a.wav,"It is the sound of a vehicle, specifically a bus, with engine idling and also includes the sound of a clock ticking."
tram-barcelona-180-5594-a.wav,This is the sound of a woman speaking softly in the background as a bus moves on the road with people murmuring.
shopping_mall-helsinki-129-3845-a.wav,This is the sound of a crowd in a public space.
park-lyon-1144-40742-a.wav,"This is a recording of a park. There are people walking and talking, birds chirping, and a dog barking."
metro-stockholm-56-1669-a.wav,It is the sound of a vehicle engine idling.
airport-prague-1015-43515-a.wav,It is the sound of people walking in a crowded area.
